conta_id,cliente_id,tipo_conta,status_conta,data_abertura,data_encerramento,agencia_codigo,conta_numero,canal_abertura,pacote_tarifario,saldo_atual,limite_credito,possui_cartao,possui_cheque_especial,indicador_salario,indicador_investimento,ultima_movimentacao_data
CTA003666,CLI002071,investimento,ativa,2026-12-03,,5914,697769-3,app,isento,42500.33,10810.93,false,false,false,true,2026-02-01
CTA003667,CLI002072,salario,ativa,2024-12-03,,1044,344640-3,agencia,isento,82299.26,24988.83,true,false,true,false,2026-02-28
CTA003668,CLI002072,investimento,ativa,2025-02-18,,0984,983148-3,app,isento,342954.35,54086.30,false,false,false,true,2026-03-21
CTA003669,CLI002073,corrente,ativa,2022-06-21,,2674,727042-1,app,basico,49405.93,64480.02,true,false,false,false,2026-03-23
CTA003670,CLI002074,corrente,ativa,2020-11-11,,1814,890489-1,parceiro,basico,28450.76,47231.84,true,true,false,false,2026-01-13
CTA003671,CLI002074,corrente,encerrada,2020-11-04,2022-06-20,9108,117325-0,gerente,basico,34399.15,15535.69,true,true,false,false,2022-06-20
CTA003672,CLI002075,corrente,ativa,2018-05-12,,3400,310742-2,app,basico,-12115.05,58022.00,true,true,false,false,2026-01-03
CTA003673,CLI002076,premium,ativa,2024-04-17,,5616,743817-9,app,premium,10141.31,21254.48,true,false,false,false,2026-02-17
CTA003674,CLI002077,premium,encerrada,2023-02-27,2023-07-26,2757,650024-1,app,premium,12637.12,33227.76,true,false,false,false,2023-07-26
CTA003675,CLI002078,corrente,bloqueada,2022-12-31,,9331,210481-6,agencia,basico,4046.18,7324.57,true,false,false,false,2026-01-12
CTA003676,CLI002079,salario,ativa,2018-02-22,,8960,544053-1,app,isento,3797.09,7399.63,true,false,true,false,2026-03-09
CTA003677,CLI002079,salario,ativa,2018-05-01,,3288,343153-4,parceiro,isento,7995.61,12756.67,true,false,true,false,2026-03-19
CTA003678,CLI002080,investimento,ativa,2019-03-18,,9158,265909-5,parceiro,isento,22790.49,5850.85,false,false,false,true,2026-03-22
CTA003679,CLI002081,corrente,encerrada,2021-11-18,2023-01-29,5371,749728-8,gerente,basico,90639.20,28046.74,true,true,false,false,2023-01-29
CTA003680,CLI002082,corrente,ativa,2025-01-15,,3717,617628-8,parceiro,basico,81636.37,52207.33,true,true,false,false,2026-02-07
CTA003681,CLI002082,investimento,ativa,2024-11-02,,9932,250372-5,app,isento,554038.86,20387.38,false,false,false,true,2026-03-05
CTA003682,CLI002083,premium,ativa,2021-06-03,,6676,139293-9,agencia,premium,38253.30,44248.31,true,true,false,false,2026-03-20
CTA003683,CLI002083,investimento,encerrada,2021-06-28,2023-05-27,0760,728962-5,parceiro,isento,57142.93,38293.68,false,false,false,true,2023-05-27
CTA003684,CLI002084,premium,ativa,2022-10-01,,1045,597033-3,app,premium,10811.16,45567.84,true,false,false,false,2026-01-27
CTA003685,CLI002085,corrente,ativa,2022-04-03,,9621,834222-0,app,basico,124005.18,32205.29,true,true,false,false,2026-03-28
CTA003686,CLI002086,salario,encerrada,2025-11-09,2026-05-21,7929,155496-6,app,isento,69688.06,49314.36,true,false,true,false,2026-05-21
CTA003687,CLI002087,investimento,ativa,2026-11-09,,7490,114677-7,agencia,isento,177681.61,32036.89,false,false,false,true,2026-02-23
CTA003688,CLI002088,corrente,ativa,2025-01-16,,3638,471449-3,gerente,basico,16973.84,45595.60,true,false,false,false,2026-02-09
CTA003689,CLI002088,corrente,encerrada,2024-09-15,2026-08-10,3206,755002-8,gerente,basico,36482.17,21700.59,true,false,false,false,2026-08-10
CTA003690,CLI002088,corrente,ativa,2024-08-07,,1760,756316-7,parceiro,basico,29612.42,32324.76,true,false,false,false,2026-02-14
CTA003691,CLI002089,pj,ativa,2018-04-13,,7256,457061-3,agencia,premium,12420.62,8868.55,true,false,false,false,2026-01-15
CTA003692,CLI002090,pj,encerrada,2024-06-24,2026-08-01,0738,250551-1,gerente,premium,103940.11,48214.68,true,false,false,false,2026-08-01
CTA003693,CLI002090,salario,ativa,2024-06-02,,0437,882200-7,agencia,isento,25763.86,93559.38,true,false,true,false,2026-01-22
CTA003694,CLI002091,corrente,ativa,2023-01-26,,0585,624672-3,app,basico,30688.36,77667.53,true,false,false,false,2026-01-05
CTA003695,CLI002092,salario,ativa,2024-08-12,,5110,824552-9,gerente,isento,64056.25,72413.10,true,false,true,false,2026-01-20
CTA003696,CLI002093,investimento,ativa,2024-05-23,,4891,987217-2,parceiro,isento,339009.40,53806.73,false,false,false,true,2026-01-23
CTA003697,CLI002093,corrente,ativa,2024-06-05,,9720,939120-8,gerente,basico,50507.50,63863.39,true,true,false,false,2026-02-08
CTA003698,CLI002094,corrente,ativa,2019-02-03,,2010,450649-5,agencia,basico,51483.58,22271.21,true,false,false,false,2026-01-15
CTA003699,CLI002094,investimento,ativa,2018-12-30,,9776,283907-5,gerente,isento,373384.76,60280.22,false,false,false,true,2026-01-01
CTA003700,CLI002094,investimento,ativa,2018-10-22,,6070,769020-4,parceiro,isento,415288.89,39361.78,false,false,false,true,2026-01-16
CTA003701,CLI002095,corrente,ativa,2025-02-03,,3012,736321-6,app,basico,41191.32,34253.39,true,false,false,false,2026-03-06
CTA003702,CLI002096,salario,ativa,2018-06-25,,1450,687189-2,gerente,isento,17540.06,26348.43,true,false,true,false,2026-03-10
CTA003703,CLI002097,pj,ativa,2023-08-03,,7778,704692-4,agencia,premium,69103.41,46433.63,true,false,false,false,2026-03-15
CTA003704,CLI002097,corrente,ativa,2023-07-23,,5227,193341-7,agencia,basico,45275.82,28912.59,true,true,false,false,2026-02-02
CTA003705,CLI002097,premium,ativa,2023-08-26,,5862,448787-6,parceiro,premium,100866.02,85015.44,true,false,false,false,2026-02-10
CTA003706,CLI002098,premium,ativa,2026-04-06,,9856,518157-6,parceiro,premium,66789.62,89238.60,true,true,false,false,2026-01-25
CTA003707,CLI002098,corrente,ativa,2026-03-04,,4461,105940-4,gerente,basico,18328.51,97038.67,true,false,false,false,2026-02-15
CTA003708,CLI002099,investimento,ativa,2020-07-06,,8041,583302-9,parceiro,isento,159308.93,16039.80,false,false,false,true,2026-02-23
CTA003709,CLI002099,corrente,ativa,2020-09-16,,6322,506592-7,parceiro,basico,23271.67,16609.11,true,false,false,false,2026-01-16
CTA003710,CLI002100,investimento,encerrada,2019-01-26,2019-08-26,0857,852007-2,agencia,isento,50975.52,10170.72,false,false,false,true,2019-08-26
CTA003711,CLI002101,corrente,ativa,2025-10-10,,2489,215518-1,parceiro,basico,32823.34,25229.79,true,true,false,false,2026-01-16
CTA003712,CLI002102,salario,ativa,2018-06-21,,3783,982973-8,gerente,isento,14439.09,9634.57,true,false,true,false,2026-01-28
CTA003713,CLI002103,corrente,ativa,2026-11-10,,4764,951169-4,gerente,basico,37492.64,22926.95,true,false,false,false,2026-01-19
CTA003714,CLI002103,premium,ativa,2026-09-24,,8449,301610-3,app,premium,63848.14,53415.43,true,true,false,false,2026-03-19
CTA003715,CLI002104,investimento,ativa,2026-06-17,,7080,116916-5,parceiro,isento,435021.38,71156.03,false,false,false,true,2026-03-04
CTA003716,CLI002104,corrente,ativa,2026-07-08,,7594,252770-8,gerente,basico,36560.25,94157.98,true,false,false,false,2026-03-03
CTA003717,CLI002105,corrente,ativa,2025-01-20,,2697,106370-2,agencia,basico,81204.44,38897.08,true,true,false,false,2026-03-20
CTA003718,CLI002106,investimento,ativa,2018-12-06,,3609,824093-5,agencia,isento,213787.00,64897.08,false,false,false,true,2026-02-01
CTA003719,CLI002106,corrente,ativa,2018-10-23,,4849,523166-8,gerente,basico,52438.19,96404.22,true,false,false,false,2026-03-05
CTA003720,CLI002107,investimento,ativa,2023-02-18,,1182,121915-9,agencia,isento,64931.69,14892.91,false,false,false,true,2026-03-02
CTA003721,CLI002108,investimento,ativa,2024-12-01,,5838,936975-2,app,isento,22844.55,7896.60,false,false,false,true,2026-01-10
CTA003722,CLI002108,pj,ativa,2024-12-10,,2764,618898-8,parceiro,premium,13998.13,7509.35,true,false,false,false,2026-03-12
CTA003723,CLI002109,premium,encerrada,2026-06-11,2028-09-25,6746,599536-3,parceiro,premium,67265.30,78651.08,true,true,false,false,2028-09-25
CTA003724,CLI002110,investimento,ativa,2024-06-11,,7707,583707-4,gerente,isento,233328.32,13119.88,false,false,false,true,2026-01-12
CTA003725,CLI002110,premium,ativa,2024-05-01,,7140,702794-4,app,premium,29929.02,27151.21,true,true,false,false,2026-02-04
CTA003726,CLI002110,corrente,ativa,2024-08-20,,9474,144589-2,parceiro,basico,23448.43,39156.74,true,false,false,false,2026-02-23
CTA003727,CLI002111,corrente,ativa,2020-04-21,,6727,470111-6,parceiro,basico,40877.32,41890.50,true,false,false,false,2026-03-13
CTA003728,CLI002112,pj,ativa,2020-09-02,,4132,710124-6,app,premium,9414.91,3484.22,true,false,false,false,2026-01-26
CTA003729,CLI002112,pj,ativa,2020-12-19,,8435,585050-6,app,premium,12719.91,4643.97,true,false,false,false,2026-01-06
CTA003730,CLI002113,premium,ativa,2023-10-31,,4487,385989-7,parceiro,premium,19169.59,23236.49,true,false,false,false,2026-03-23
CTA003731,CLI002113,corrente,ativa,2023-11-13,,6754,414984-4,parceiro,basico,26203.55,18566.50,true,false,false,false,2026-02-14
CTA003732,CLI002113,investimento,ativa,2023-11-03,,5012,136686-2,parceiro,isento,98195.02,13801.68,false,false,false,true,2026-01-19
CTA003733,CLI002114,corrente,ativa,2026-09-06,,7006,384466-2,gerente,basico,150192.93,97973.03,true,true,false,false,2026-03-19
CTA003734,CLI002115,investimento,ativa,2026-05-28,,4041,649499-6,app,isento,239415.32,25497.21,false,false,false,true,2026-03-15
CTA003735,CLI002115,investimento,ativa,2026-06-29,,2715,533864-2,parceiro,isento,72982.09,77076.27,false,false,false,true,2026-02-28
CTA003736,CLI002116,salario,ativa,2026-09-05,,8588,594950-7,agencia,isento,32346.09,44211.41,true,false,true,false,2026-01-14
CTA003737,CLI002117,investimento,ativa,2022-11-24,,1582,331389-5,parceiro,isento,366652.96,32662.04,false,false,false,true,2026-02-21
CTA003738,CLI002117,corrente,ativa,2023-01-11,,4639,863630-9,app,basico,53318.48,63951.44,true,false,false,false,2026-01-01
CTA003739,CLI002118,corrente,ativa,2020-11-10,,5932,800654-8,parceiro,basico,42671.54,45109.61,true,true,false,false,2026-03-15
CTA003740,CLI002119,corrente,bloqueada,2024-11-22,,9455,936413-8,gerente,basico,45454.46,18584.60,true,false,false,false,2026-02-12
CTA003741,CLI002120,investimento,ativa,2021-12-14,,0385,824681-9,parceiro,isento,103469.93,36826.40,false,false,false,true,2026-02-13
CTA003742,CLI002120,salario,bloqueada,2021-07-24,,6577,188037-5,app,isento,-5247.81,27906.18,true,false,true,false,2026-02-20
CTA003743,CLI002121,corrente,encerrada,2021-11-12,2023-03-24,0165,168177-2,agencia,basico,52959.06,98973.85,true,true,false,false,2023-03-24
CTA003744,CLI002121,investimento,ativa,2021-09-03,,0471,368353-9,agencia,isento,361339.55,101178.95,false,false,false,true,2026-03-08
CTA003745,CLI002121,salario,ativa,2021-09-13,,1583,585877-8,parceiro,isento,31585.25,34356.85,true,false,true,false,2026-03-18
CTA003746,CLI002122,corrente,ativa,2022-11-19,,3193,547083-3,gerente,basico,169191.31,119220.65,true,false,false,false,2026-02-07
CTA003747,CLI002122,corrente,encerrada,2022-10-01,2023-10-05,4179,425832-5,gerente,basico,47951.28,43133.01,true,true,false,false,2023-10-05
CTA003748,CLI002123,salario,ativa,2022-08-30,,5837,598087-6,app,isento,17885.54,15767.44,true,false,true,false,2026-03-15
CTA003749,CLI002123,investimento,ativa,2022-07-02,,8946,725377-9,app,isento,50314.62,23849.13,false,false,false,true,2026-02-03
CTA003750,CLI002123,premium,ativa,2022-03-24,,8015,990695-4,parceiro,premium,6716.54,32333.67,true,true,false,false,2026-03-12
CTA003751,CLI002124,investimento,ativa,2019-10-21,,7711,900988-2,agencia,isento,121417.56,11252.24,false,false,false,true,2026-01-15
CTA003752,CLI002124,salario,ativa,2019-11-02,,4801,265877-8,app,isento,21185.49,35652.08,true,false,true,false,2026-01-14
CTA003753,CLI002125,investimento,ativa,2026-09-09,,0955,544415-1,app,isento,268963.95,51720.29,false,false,false,true,2026-03-06
CTA003754,CLI002125,corrente,ativa,2026-07-27,,3379,147020-4,gerente,basico,67218.29,34471.89,true,true,false,false,2026-03-11
CTA003755,CLI002126,corrente,ativa,2019-10-08,,5909,878978-6,agencia,basico,26126.71,41915.50,true,false,false,false,2026-01-03
CTA003756,CLI002126,pj,ativa,2019-06-03,,0039,489366-1,parceiro,premium,10969.76,25194.95,true,false,false,false,2026-03-17
CTA003757,CLI002127,pj,ativa,2024-08-21,,9913,830044-5,agencia,premium,3405.29,8535.58,true,false,false,false,2026-02-09
CTA003758,CLI002128,premium,ativa,2026-07-27,,3264,561320-1,app,premium,62687.61,43852.19,true,false,false,false,2026-02-27
CTA003759,CLI002128,investimento,ativa,2026-10-05,,2243,674515-5,agencia,isento,292753.06,46936.94,false,false,false,true,2026-01-28
CTA003760,CLI002128,pj,ativa,2026-08-19,,1810,152878-0,agencia,premium,34530.16,43086.91,true,false,false,false,2026-01-22
CTA003761,CLI002129,investimento,ativa,2023-07-21,,3663,386466-9,parceiro,isento,42951.52,9228.28,false,false,false,true,2026-02-27
CTA003762,CLI002129,pj,ativa,2023-06-03,,6742,145412-4,gerente,premium,8675.18,14849.09,true,false,false,false,2026-02-11
CTA003763,CLI002130,investimento,ativa,2021-04-17,,5819,264063-4,parceiro,isento,31180.32,7605.86,false,false,false,true,2026-01-11
CTA003764,CLI002130,premium,ativa,2021-07-30,,2972,475813-2,gerente,premium,7568.17,3316.05,true,true,false,false,2026-02-04
CTA003765,CLI002131,salario,ativa,2027-03-04,,5687,332498-4,gerente,isento,51772.74,25054.40,true,false,true,false,2026-02-19
CTA003766,CLI002131,corrente,ativa,2026-12-15,,9289,316460-0,gerente,basico,63187.66,50017.36,true,false,false,false,2026-02-21
CTA003767,CLI002132,corrente,ativa,2023-01-01,,4345,688433-5,parceiro,basico,61757.72,13128.54,true,true,false,false,2026-03-21
CTA003768,CLI002133,salario,ativa,2020-08-03,,4703,469164-8,gerente,isento,61022.43,30303.67,true,false,true,false,2026-01-03
CTA003769,CLI002134,corrente,ativa,2023-12-21,,7320,923202-3,parceiro,basico,46835.56,59836.75,true,true,false,false,2026-02-11
CTA003770,CLI002134,corrente,ativa,2023-12-29,,9002,167419-4,parceiro,basico,83158.52,68469.77,true,false,false,false,2026-03-11
CTA003771,CLI002135,premium,ativa,2019-07-28,,3965,746397-1,parceiro,premium,8290.63,22234.06,true,false,false,false,2026-01-04
CTA003772,CLI002136,premium,ativa,2022-09-03,,6190,925889-3,app,premium,116393.73,230698.49,true,false,false,false,2026-01-10
CTA003773,CLI002136,premium,bloqueada,2022-06-01,,7650,588203-6,app,premium,242376.27,139696.81,true,true,false,false,2026-03-17
CTA003774,CLI002136,corrente,ativa,2022-08-19,,4703,968110-0,parceiro,basico,209441.11,211019.19,true,false,false,false,2026-01-11
CTA003775,CLI002136,premium,ativa,2022-08-26,,0506,944178-6,gerente,premium,275055.08,237869.62,true,true,false,false,2026-01-20
CTA003776,CLI002137,corrente,ativa,2021-10-28,,3580,151757-0,parceiro,basico,11714.52,24281.91,true,true,false,false,2026-03-25
CTA003777,CLI002138,investimento,ativa,2024-11-10,,9717,312629-6,parceiro,isento,147331.59,25503.29,false,false,false,true,2026-03-10
CTA003778,CLI002138,investimento,ativa,2024-07-06,,5477,723516-6,agencia,isento,34541.31,30438.57,false,false,false,true,2026-01-18
CTA003779,CLI002138,investimento,encerrada,2024-10-04,2025-11-05,0334,279034-4,gerente,isento,204588.94,13444.63,false,false,false,true,2025-11-05
CTA003780,CLI002139,corrente,ativa,2025-03-14,,2168,508353-5,parceiro,basico,92694.77,52054.79,true,false,false,false,2026-01-27
CTA003781,CLI002139,investimento,ativa,2025-05-03,,7746,589965-7,parceiro,isento,514443.92,78272.60,false,false,false,true,2026-03-02
CTA003782,CLI002140,corrente,ativa,2027-04-26,,9936,784744-4,app,basico,-9199.43,110475.05,true,false,false,false,2026-02-18
CTA003783,CLI002141,salario,ativa,2022-09-19,,2673,351930-6,gerente,isento,94369.81,38500.19,true,false,true,false,2026-01-24
CTA003784,CLI002141,premium,ativa,2022-10-05,,6508,447089-1,agencia,premium,56290.96,43388.99,true,true,false,false,2026-01-07
CTA003785,CLI002141,corrente,ativa,2022-07-26,,5370,449156-9,parceiro,basico,100769.27,69857.35,true,true,false,false,2026-02-23
CTA003786,CLI002142,investimento,ativa,2020-03-11,,2407,897359-2,agencia,isento,142309.10,43293.46,false,false,false,true,2026-01-01
CTA003787,CLI002143,premium,ativa,2026-10-08,,5061,384309-0,agencia,premium,29627.68,26140.96,true,true,false,false,2026-02-23
CTA003788,CLI002143,salario,ativa,2026-10-31,,4190,932510-0,gerente,isento,31235.80,34468.53,true,false,true,false,2026-02-20
CTA003789,CLI002144,corrente,ativa,2025-10-18,,9319,881244-2,parceiro,basico,-3254.48,20419.08,true,true,false,false,2026-01-26
CTA003790,CLI002145,pj,ativa,2021-02-15,,4131,920304-4,parceiro,premium,21310.28,18511.12,true,false,false,false,2026-02-05
CTA003791,CLI002146,investimento,ativa,2020-12-29,,5150,680949-7,agencia,isento,133566.58,43187.85,false,false,false,true,2026-01-20
CTA003792,CLI002146,corrente,encerrada,2020-09-29,2022-10-27,4941,589292-5,gerente,basico,-7152.30,41987.94,true,true,false,false,2022-10-27
CTA003793,CLI002147,investimento,ativa,2026-02-09,,6736,872246-9,agencia,isento,332901.24,33053.09,false,false,false,true,2026-01-04
CTA003794,CLI002148,corrente,ativa,2022-12-08,,0632,840782-8,app,basico,12480.97,18653.72,true,true,false,false,2026-03-23
CTA003795,CLI002148,investimento,encerrada,2023-01-21,2023-10-19,1513,143553-9,parceiro,isento,26997.94,13854.07,false,false,false,true,2023-10-19
CTA003796,CLI002149,premium,ativa,2020-03-19,,9750,667170-8,app,premium,56893.08,25617.20,true,true,false,false,2026-03-17
CTA003797,CLI002149,investimento,ativa,2020-02-19,,6955,312858-0,gerente,isento,361163.50,31746.06,false,false,false,true,2026-01-10
CTA003798,CLI002150,investimento,ativa,2024-07-14,,7442,130393-1,gerente,isento,282299.57,33796.81,false,false,false,true,2026-03-22
CTA003799,CLI002150,corrente,ativa,2024-03-16,,1415,470399-8,parceiro,basico,47215.95,19706.68,true,true,false,false,2026-02-08
CTA003800,CLI002151,salario,ativa,2019-08-13,,4631,118403-0,agencia,isento,25906.67,13606.72,true,false,true,false,2026-03-13
CTA003801,CLI002152,corrente,ativa,2026-12-20,,0048,233797-0,app,basico,13277.12,15551.99,true,false,false,false,2026-03-09
CTA003802,CLI002152,investimento,encerrada,2027-02-12,2029-05-19,7388,220060-6,parceiro,isento,77981.86,27714.95,false,false,false,true,2029-05-19
CTA003803,CLI002153,premium,ativa,2026-01-20,,5277,239256-4,agencia,premium,12718.54,33398.43,true,false,false,false,2026-02-04
CTA003804,CLI002153,corrente,ativa,2025-11-19,,9947,415773-6,gerente,basico,15702.40,28147.88,true,true,false,false,2026-01-16
CTA003805,CLI002154,investimento,ativa,2018-01-29,,2965,453193-6,gerente,isento,377219.59,44615.11,false,false,false,true,2026-01-24
CTA003806,CLI002154,salario,ativa,2018-05-19,,0897,475741-1,agencia,isento,77432.04,67993.61,true,false,true,false,2026-02-24
CTA003807,CLI002155,salario,encerrada,2023-05-11,2023-12-05,3960,549760-5,app,isento,149502.23,95947.22,true,false,true,false,2023-12-05
CTA003808,CLI002155,investimento,ativa,2023-08-03,,8561,845355-4,app,isento,599886.09,27814.38,false,false,false,true,2026-01-21
CTA003809,CLI002156,investimento,ativa,2020-08-12,,9240,385994-3,parceiro,isento,517780.49,82653.04,false,false,false,true,2026-02-18
CTA003810,CLI002156,pj,ativa,2020-07-07,,2792,506751-2,agencia,premium,26305.42,57127.99,true,false,false,false,2026-01-01
CTA003811,CLI002156,investimento,ativa,2020-05-29,,9074,181447-7,gerente,isento,395555.18,59687.19,false,false,false,true,2026-01-21
CTA003812,CLI002157,corrente,ativa,2018-05-31,,1658,265072-0,app,basico,47372.11,54152.17,true,true,false,false,2026-01-17
CTA003813,CLI002158,investimento,encerrada,2020-09-28,2021-09-26,8418,272830-0,agencia,isento,231573.04,78633.68,false,false,false,true,2021-09-26
CTA003814,CLI002158,salario,ativa,2020-12-14,,0683,240892-8,gerente,isento,83640.35,18365.78,true,false,true,false,2026-03-01
CTA003815,CLI002159,investimento,ativa,2018-08-20,,0607,101910-6,app,isento,168077.56,47395.47,false,false,false,true,2026-02-23
CTA003816,CLI002159,corrente,ativa,2018-08-06,,4350,189608-5,parceiro,basico,-9752.14,64190.99,true,true,false,false,2026-02-08
CTA003817,CLI002160,salario,ativa,2021-03-18,,0290,637835-8,gerente,isento,84227.74,38432.83,true,false,true,false,2026-02-04
CTA003818,CLI002160,corrente,ativa,2021-01-22,,2943,519549-9,gerente,basico,80143.00,46949.47,true,true,false,false,2026-03-05
CTA003819,CLI002161,salario,ativa,2020-06-29,,1471,154501-3,app,isento,18605.51,42094.51,true,false,true,false,2026-02-17
CTA003820,CLI002162,corrente,encerrada,2022-01-06,2022-05-06,2140,609126-6,agencia,basico,21180.51,24722.49,true,false,false,false,2022-05-06
CTA003821,CLI002162,premium,ativa,2021-12-16,,3796,855718-7,agencia,premium,71091.06,40437.82,true,true,false,false,2026-03-17
CTA003822,CLI002163,salario,ativa,2018-11-10,,8089,127058-5,agencia,isento,17725.78,36847.52,true,false,true,false,2026-03-12
CTA003823,CLI002164,investimento,ativa,2023-01-26,,5447,576870-8,gerente,isento,63758.37,10895.90,false,false,false,true,2026-02-12
CTA003824,CLI002164,corrente,encerrada,2023-03-13,2025-02-11,9255,435326-2,app,basico,3210.54,10817.11,true,true,false,false,2025-02-11
CTA003825,CLI002165,corrente,ativa,2022-04-06,,2067,544644-2,parceiro,basico,20291.09,54997.37,true,true,false,false,2026-02-05
CTA003826,CLI002165,corrente,ativa,2022-04-18,,2790,643050-0,agencia,basico,67443.59,23040.04,true,false,false,false,2026-02-02
CTA003827,CLI002166,premium,ativa,2026-04-05,,6118,714616-5,agencia,premium,69618.94,77599.16,true,true,false,false,2026-01-05
CTA003828,CLI002166,corrente,ativa,2026-03-02,,2064,536206-4,agencia,basico,54674.80,23425.54,true,true,false,false,2026-01-22
CTA003829,CLI002167,corrente,encerrada,2021-06-05,2021-12-14,5970,370745-9,app,basico,110570.34,43506.79,true,false,false,false,2021-12-14
CTA003830,CLI002168,corrente,encerrada,2021-07-13,2023-08-09,2277,605162-7,app,basico,19822.15,55642.06,true,false,false,false,2023-08-09
CTA003831,CLI002168,investimento,ativa,2021-03-30,,5556,834073-2,agencia,isento,194636.62,32499.40,false,false,false,true,2026-02-06
CTA003832,CLI002168,corrente,ativa,2021-04-02,,1938,767084-3,app,basico,90927.44,51131.26,true,true,false,false,2026-01-11
CTA003833,CLI002169,corrente,encerrada,2025-07-04,2027-07-12,7039,955149-5,agencia,basico,50520.21,15051.29,true,true,false,false,2027-07-12
CTA003834,CLI002169,premium,ativa,2025-08-11,,5399,422328-3,gerente,premium,54146.01,52944.36,true,false,false,false,2026-03-01
CTA003835,CLI002170,corrente,ativa,2022-04-06,,2160,118956-2,gerente,basico,59396.11,14057.40,true,false,false,false,2026-01-26
CTA003836,CLI002170,corrente,ativa,2022-05-18,,5958,458885-7,agencia,basico,15976.23,54555.63,true,true,false,false,2026-03-02
CTA003837,CLI002171,corrente,ativa,2018-04-29,,9109,190357-7,app,basico,23477.51,31950.79,true,false,false,false,2026-01-27
CTA003838,CLI002172,corrente,ativa,2020-05-18,,6080,575389-8,agencia,basico,48258.07,23474.14,true,false,false,false,2026-01-10
CTA003839,CLI002173,investimento,ativa,2026-04-08,,9653,509321-2,agencia,isento,43103.14,9082.62,false,false,false,true,2026-02-13
CTA003840,CLI002174,corrente,ativa,2025-04-08,,4874,604178-5,app,basico,42418.49,19970.25,true,true,false,false,2026-02-01
CTA003841,CLI002175,salario,ativa,2020-08-10,,5187,894164-7,app,isento,57729.63,28097.16,true,false,true,false,2026-02-14
CTA003842,CLI002175,corrente,ativa,2020-10-07,,6194,232170-7,gerente,basico,50164.57,27057.37,true,true,false,false,2026-03-06
CTA003843,CLI002176,corrente,ativa,2018-06-20,,2164,978670-5,app,basico,21507.15,23149.81,true,true,false,false,2026-02-08
CTA003844,CLI002176,corrente,ativa,2018-10-04,,2091,550881-6,agencia,basico,22390.01,14666.46,true,false,false,false,2026-02-05
CTA003845,CLI002177,corrente,ativa,2026-04-30,,4413,282597-0,parceiro,basico,21275.53,28131.99,true,true,false,false,2026-02-13
CTA003846,CLI002178,investimento,ativa,2020-05-30,,8357,634864-4,gerente,isento,88786.29,18754.56,false,false,false,true,2026-03-15
CTA003847,CLI002179,investimento,encerrada,2021-02-10,2022-07-06,4147,530953-5,gerente,isento,102017.85,35241.06,false,false,false,true,2022-07-06
CTA003848,CLI002180,investimento,ativa,2018-04-13,,5960,487602-4,agencia,isento,100171.54,4489.07,false,false,false,true,2026-02-08
CTA003849,CLI002181,corrente,ativa,2025-08-14,,3498,787396-8,app,basico,36449.11,38793.71,true,true,false,false,2026-03-26
CTA003850,CLI002182,corrente,ativa,2026-03-19,,3700,148822-9,app,basico,27723.84,58929.19,true,false,false,false,2026-02-17
CTA003851,CLI002183,corrente,ativa,2025-03-21,,8486,456883-6,parceiro,basico,28760.09,11985.30,true,false,false,false,2026-02-18
CTA003852,CLI002184,corrente,ativa,2020-02-28,,8259,921213-2,app,basico,9887.86,41576.98,true,false,false,false,2026-03-15
CTA003853,CLI002184,premium,ativa,2020-02-02,,4983,263582-6,gerente,premium,17213.95,23665.34,true,false,false,false,2026-03-14
CTA003854,CLI002185,corrente,ativa,2024-06-27,,8137,475536-5,parceiro,basico,6349.57,7065.76,true,true,false,false,2026-01-09
CTA003855,CLI002185,investimento,ativa,2024-09-17,,0061,840735-7,gerente,isento,24525.97,5871.78,false,false,false,true,2026-01-15
CTA003856,CLI002186,premium,ativa,2023-09-02,,1678,919499-7,agencia,premium,9891.70,28967.33,true,true,false,false,2026-02-03
CTA003857,CLI002186,investimento,ativa,2023-04-02,,4029,233218-8,parceiro,isento,163217.29,31303.93,false,false,false,true,2026-03-01
CTA003858,CLI002186,investimento,ativa,2023-05-07,,2279,617722-3,parceiro,isento,27677.07,12211.06,false,false,false,true,2026-03-20
CTA003859,CLI002187,pj,ativa,2019-09-14,,1434,304407-9,gerente,premium,71484.08,51712.92,true,false,false,false,2026-03-10
CTA003860,CLI002187,corrente,ativa,2019-09-25,,0342,541057-6,gerente,basico,79600.21,38166.00,true,false,false,false,2026-03-06
CTA003861,CLI002188,investimento,ativa,2024-05-04,,7368,601947-6,agencia,isento,101258.67,20386.83,false,false,false,true,2026-02-15
CTA003862,CLI002188,corrente,ativa,2024-06-19,,9963,786729-2,gerente,basico,19733.28,19533.84,true,true,false,false,2026-02-09
CTA003863,CLI002188,investimento,ativa,2024-09-15,,1334,597082-7,app,isento,51994.88,23306.76,false,false,false,true,2026-01-27
CTA003864,CLI002189,investimento,ativa,2024-09-21,,3511,598101-9,agencia,isento,151123.90,32675.85,false,false,false,true,2026-01-21
CTA003865,CLI002189,investimento,ativa,2024-09-18,,7914,503808-6,parceiro,isento,378857.33,56504.91,false,false,false,true,2026-03-07
CTA003866,CLI002189,investimento,ativa,2024-11-01,,9457,454360-0,app,isento,265049.16,33491.65,false,false,false,true,2026-02-11
CTA003867,CLI002190,investimento,ativa,2019-10-16,,8356,275636-6,agencia,isento,111467.41,32910.23,false,false,false,true,2026-03-06
CTA003868,CLI002190,corrente,ativa,2019-10-15,,8552,222003-4,app,basico,30514.48,29703.52,true,false,false,false,2026-03-03
