cliente_id,nome_completo,sexo,data_nascimento,idade,estado_civil,uf,cidade,renda_mensal,patrimonio_estimado,segmento,escolaridade,profissao,score_relacionamento,perfil_investidor,data_cadastro,canal_aquisicao,cliente_ativo,possui_app_ativo,aceita_ofertas_marketing
CLI002403,Claudia Almeida,feminino,1953-04-20,72,divorciado,GO,Goiania,36044.01,1097770.38,alta_renda,superior_completo,administrador,68,conservador,2025-09-23,agencia,true,false,false
CLI002404,Bianca Lima Souza,feminino,1981-02-21,45,divorciado,GO,Goiania,48376.96,1225827.73,alta_renda,pos_graduacao,medico,63,conservador,2026-05-11,indicacao,true,false,false
CLI002405,Henrique Almeida Cardoso,masculino,1985-08-19,40,casado,BA,Salvador,31870.65,807273.91,varejo,superior_completo,gerente_comercial,57,moderado,2022-02-07,agencia,true,true,true
CLI002406,Rafaela Oliveira Cardoso,feminino,1983-02-25,43,divorciado,MG,Uberlandia,5301.16,46471.93,varejo,pos_graduacao,consultor,25,conservador,2025-10-20,parceria,false,false,false
CLI002407,Daniela Santos Ferreira,feminino,1948-12-27,77,divorciado,MG,Uberlandia,19734.70,915733.49,alta_renda,superior_completo,arquiteto,68,moderado,2019-10-07,agencia,true,false,false
CLI002408,Bianca Oliveira,feminino,1972-11-05,53,divorciado,SP,Sao Paulo,29936.60,589711.32,alta_renda,superior_completo,designer,48,conservador,2024-11-10,parceria,false,true,false
CLI002409,Vinicius Lima Nascimento,masculino,1950-10-06,75,divorciado,GO,Goiania,41471.50,630177.48,alta_renda,superior_completo,arquiteto,60,conservador,2024-10-01,indicacao,true,true,false
CLI002410,Henrique Souza Santos,masculino,1952-11-22,73,solteiro,GO,Goiania,34066.75,472629.33,alta_renda,superior_completo,contador,76,moderado,2023-02-20,parceria,true,false,false
CLI002411,William Almeida,masculino,1982-03-27,44,casado,SP,Sao Paulo,19380.43,159728.96,varejo,medio_completo,autonomo,67,conservador,2018-11-13,indicacao,true,true,true
CLI002412,Henrique Nascimento Rodrigues,masculino,1991-12-12,34,casado,MG,Belo Horizonte,12462.58,329011.09,alta_renda,superior_completo,designer,81,arrojado,2020-09-22,agencia,true,true,true
CLI002413,Daniel Silva,masculino,1950-03-16,76,viuvo,AM,Manaus,5927.41,205068.67,empreendedor,pos_graduacao,medico,50,conservador,2026-09-12,digital,true,false,false
CLI002414,Henrique Barbosa,masculino,1951-10-05,74,casado,SP,Campinas,39742.56,1027874.39,alta_renda,superior_completo,administrador,70,conservador,2020-04-21,digital,true,false,false
CLI002415,Bianca Oliveira,feminino,1960-01-22,66,casado,SP,Campinas,14005.87,489119.88,alta_renda,superior_completo,engenheiro_de_software,59,conservador,2025-12-21,parceria,true,true,true
CLI002416,Camila Martins,feminino,1970-09-22,55,divorciado,SP,Sao Paulo,7158.59,95537.23,empreendedor,superior_completo,professor,53,conservador,2019-08-03,digital,true,true,true
CLI002417,Adriana Nascimento Lima,feminino,1996-05-14,29,casado,DF,Brasilia,43960.97,1236753.57,alta_renda,pos_graduacao,dentista,74,moderado,2024-10-03,agencia,true,true,true
CLI002418,Joao Ribeiro,masculino,1958-09-06,67,casado,DF,Brasilia,15835.88,549914.35,alta_renda,superior_completo,professor,80,moderado,2019-12-04,digital,true,true,true
CLI002419,Camila Souza Rodrigues,feminino,1982-10-01,43,viuvo,PA,Belem,16981.04,561506.50,varejo,superior_completo,empresario,66,moderado,2024-08-17,parceria,true,true,true
CLI002420,Vinicius Teixeira Costa,masculino,1961-09-15,64,solteiro,SP,Santos,14388.75,265143.20,alta_renda,superior_completo,analista_financeiro,62,moderado,2021-03-21,agencia,false,true,false
CLI002421,Rafael Silva Almeida,masculino,1991-04-19,34,casado,SP,Santos,10379.39,536127.47,private,superior_completo,contador,82,arrojado,2026-08-11,agencia,true,true,true
CLI002422,Vinicius Silva Silva,masculino,1960-10-25,65,casado,DF,Brasilia,4001.86,151974.27,varejo,superior_completo,administrador,63,moderado,2022-04-04,agencia,true,true,true
CLI002423,Leonardo Nascimento Silva,masculino,1976-01-01,50,solteiro,PR,Curitiba,48353.60,2300935.05,alta_renda,pos_graduacao,medico,60,moderado,2019-11-25,digital,true,true,true
CLI002424,Vinicius Araujo,masculino,1994-03-04,32,solteiro,MG,Belo Horizonte,42288.71,2398309.86,alta_renda,pos_graduacao,consultor,62,conservador,2025-05-12,agencia,true,true,true
CLI002425,Vanessa Oliveira Gomes,feminino,1986-10-03,39,solteiro,CE,Fortaleza,45113.24,1295320.65,alta_renda,superior_completo,analista_financeiro,61,conservador,2021-03-24,digital,false,true,false
CLI002426,William Souza,masculino,1994-07-19,31,viuvo,MG,Belo Horizonte,37751.43,884466.71,varejo,superior_completo,economista,73,arrojado,2021-12-07,digital,true,true,true
CLI002427,Joao Pereira Pereira,masculino,1980-04-19,45,viuvo,PR,Londrina,10132.75,273448.93,varejo,superior_completo,professor,33,moderado,2021-03-12,agencia,false,true,false
CLI002428,Pedro Santos,masculino,1963-09-02,62,divorciado,RS,Porto Alegre,30953.78,360269.22,alta_renda,superior_completo,economista,77,moderado,2021-10-08,digital,true,true,true
CLI002429,Daniela Souza Carvalho,feminino,1988-09-24,37,viuvo,DF,Brasilia,5694.37,86480.99,varejo,pos_graduacao,dentista,71,conservador,2018-02-14,parceria,true,true,false
CLI002430,Marcelo Oliveira,masculino,1991-12-22,34,casado,SP,Santos,6994.75,124810.70,varejo,superior_completo,designer,55,conservador,2026-10-04,indicacao,false,true,false
CLI002431,Leonardo Costa,masculino,2002-11-16,23,solteiro,CE,Fortaleza,25878.09,611974.38,alta_renda,superior_completo,engenheiro_de_software,44,arrojado,2020-04-01,digital,false,false,false
CLI002432,William Lima Santos,masculino,1984-07-15,41,casado,PE,Recife,22800.34,943859.60,alta_renda,superior_completo,advogado,63,conservador,2024-01-24,parceria,true,true,false
CLI002433,Eduardo Oliveira,masculino,1979-09-06,46,viuvo,BA,Salvador,31270.14,677138.22,alta_renda,pos_graduacao,consultor,83,moderado,2021-02-25,indicacao,true,true,true
CLI002434,Mariana Pereira Araujo,feminino,1988-12-04,37,divorciado,DF,Brasilia,34253.20,1281432.42,alta_renda,superior_completo,engenheiro_de_software,59,moderado,2022-09-21,parceria,true,false,false
CLI002435,Matheus Ferreira Pereira,masculino,1954-04-26,71,viuvo,RJ,Rio de Janeiro,13712.19,164531.17,alta_renda,superior_completo,arquiteto,76,conservador,2021-01-17,parceria,true,true,true
CLI002436,Bianca Lima,feminino,1978-09-15,47,divorciado,PE,Recife,11907.92,270642.15,varejo,superior_completo,engenheiro_de_software,54,arrojado,2020-04-22,indicacao,true,true,true
CLI002437,William Ferreira Lima,masculino,2004-02-02,22,viuvo,SP,Sao Paulo,29305.88,599471.57,alta_renda,superior_completo,engenheiro_de_software,64,moderado,2019-11-25,agencia,true,true,true
CLI002438,Leonardo Santos Rodrigues,masculino,1956-12-25,69,solteiro,PR,Londrina,20309.77,695432.96,alta_renda,superior_completo,professor,62,conservador,2026-06-04,indicacao,true,false,false
CLI002439,William Ribeiro,masculino,1986-10-05,39,divorciado,RJ,Rio de Janeiro,51713.83,769259.96,alta_renda,superior_completo,engenheiro_de_software,71,moderado,2022-05-20,agencia,true,true,true
CLI002440,Rafaela Silva Almeida,feminino,1961-04-19,64,divorciado,RJ,Rio de Janeiro,35988.54,1651731.30,alta_renda,superior_completo,empresario,61,conservador,2020-11-21,indicacao,true,false,false
CLI002441,Gabriela Ferreira,feminino,1985-01-03,41,casado,RS,Caxias do Sul,24907.70,541493.54,alta_renda,superior_completo,administrador,56,conservador,2026-12-19,indicacao,false,true,false
CLI002442,Thiago Oliveira Cardoso,masculino,1954-05-26,71,solteiro,DF,Brasilia,33568.49,758925.51,alta_renda,superior_completo,professor,59,moderado,2018-12-10,parceria,true,false,false
CLI002443,Matheus Cardoso Gomes,masculino,2005-06-15,20,casado,SC,Florianopolis,3957.27,162212.47,varejo,medio_completo,autonomo,60,moderado,2024-06-24,digital,true,true,true
CLI002444,Eduardo Almeida,masculino,1958-03-03,68,divorciado,SP,Campinas,10061.90,183059.57,varejo,superior_completo,empresario,43,conservador,2019-02-17,indicacao,true,false,false
CLI002445,Beatriz Almeida,feminino,1992-07-11,33,viuvo,SP,Sao Paulo,44319.92,380307.70,alta_renda,superior_completo,empresario,74,conservador,2020-02-21,digital,true,true,false
CLI002446,Juliana Ferreira,feminino,1998-10-11,27,viuvo,SP,Santos,42986.19,711430.91,alta_renda,superior_completo,arquiteto,77,arrojado,2026-03-14,agencia,true,true,true
CLI002447,Vinicius Silva Silva,masculino,1966-09-25,59,solteiro,PR,Londrina,13132.23,235725.93,varejo,superior_completo,contador,50,conservador,2023-07-03,agencia,true,true,false
CLI002448,Bianca Silva Nascimento,feminino,2000-05-21,25,viuvo,BA,Salvador,18119.80,831607.45,alta_renda,superior_completo,engenheiro_de_software,71,moderado,2022-08-21,parceria,true,true,false
CLI002449,Juliana Costa,feminino,1995-06-12,30,viuvo,SP,Santos,7127.69,292041.84,varejo,medio_completo,autonomo,65,moderado,2025-07-08,indicacao,true,true,true
CLI002450,Daniela Santos Santos,feminino,1966-03-24,60,casado,SC,Florianopolis,40329.61,1455408.05,alta_renda,superior_completo,administrador,68,conservador,2018-03-23,parceria,true,false,false
CLI002451,Bianca Martins,feminino,1979-08-22,46,casado,SP,Campinas,11279.78,515970.77,alta_renda,superior_completo,economista,70,arrojado,2018-12-10,digital,true,true,true
CLI002452,Bianca Silva Costa,feminino,1954-04-13,71,solteiro,RS,Porto Alegre,12591.26,514914.58,alta_renda,superior_completo,gerente_comercial,59,moderado,2023-06-28,agencia,true,true,true
CLI002453,Camila Rodrigues,feminino,1962-03-24,64,casado,RJ,Rio de Janeiro,6288.59,304272.54,alta_renda,pos_graduacao,dentista,68,moderado,2026-09-06,digital,true,false,false
CLI002454,Patricia Almeida,feminino,1950-02-22,76,solteiro,AM,Manaus,13812.20,394805.30,varejo,superior_completo,analista_financeiro,67,moderado,2021-09-14,parceria,true,false,false
CLI002455,Daniela Barbosa,feminino,1951-12-19,74,viuvo,MG,Belo Horizonte,14466.07,448597.47,alta_renda,superior_completo,economista,57,conservador,2023-03-27,agencia,true,false,false
CLI002456,Matheus Nascimento Silva,masculino,1979-04-15,46,casado,CE,Fortaleza,26611.47,885758.59,varejo,superior_completo,administrador,51,moderado,2020-11-15,agencia,true,true,true
CLI002457,Carlos Rodrigues,masculino,1951-08-16,74,casado,SP,Sao Paulo,13637.34,426992.19,alta_renda,superior_completo,designer,71,moderado,2022-09-10,parceria,true,true,false
CLI002458,Eduardo Gomes,masculino,1970-11-22,55,casado,DF,Brasilia,19341.41,805648.28,varejo,pos_graduacao,medico,64,arrojado,2024-09-26,agencia,true,true,true
CLI002459,Leonardo Teixeira Carvalho,masculino,1996-06-21,29,casado,MG,Belo Horizonte,22993.06,883011.07,alta_renda,superior_completo,economista,51,moderado,2019-07-14,parceria,false,true,false
CLI002460,Gabriela Costa,feminino,1962-02-16,64,divorciado,RJ,Rio de Janeiro,8415.13,280156.47,empreendedor,superior_completo,designer,71,conservador,2019-02-28,agencia,true,true,false
CLI002461,Camila Almeida Costa,feminino,1975-08-08,50,viuvo,RJ,Rio de Janeiro,18257.68,702130.23,varejo,superior_completo,designer,67,conservador,2026-01-12,agencia,true,true,true
CLI002462,Patricia Araujo Nascimento,feminino,1966-05-28,59,divorciado,CE,Fortaleza,3535.81,121031.97,varejo,superior_completo,contador,55,arrojado,2022-08-14,agencia,true,true,true
CLI002463,Daniel Lima Rodrigues,masculino,1997-07-17,28,divorciado,SP,Campinas,30511.62,1017019.75,alta_renda,superior_completo,arquiteto,55,arrojado,2023-04-23,agencia,true,false,false
CLI002464,Claudia Araujo Souza,feminino,2001-05-03,24,solteiro,SP,Santos,35913.59,1568383.68,alta_renda,superior_completo,analista_financeiro,41,arrojado,2025-06-04,agencia,false,true,false
CLI002465,Rafaela Silva,feminino,1996-03-25,30,viuvo,SP,Santos,25170.26,987238.89,alta_renda,superior_completo,engenheiro_de_software,65,moderado,2023-05-15,digital,true,true,false
CLI002466,Daniel Barbosa,masculino,1991-08-28,34,solteiro,DF,Brasilia,21844.78,1082525.86,alta_renda,medio_completo,autonomo,79,moderado,2025-09-09,parceria,true,true,true
CLI002467,Bianca Souza Oliveira,feminino,1989-05-20,36,divorciado,GO,Goiania,9836.73,341471.63,varejo,superior_completo,designer,49,arrojado,2022-12-01,agencia,true,false,false
CLI002468,Rafael Santos Gomes,masculino,1993-12-19,32,solteiro,MG,Belo Horizonte,31416.65,620480.66,alta_renda,superior_completo,engenheiro_de_software,46,conservador,2026-10-24,agencia,false,true,false
CLI002469,Patricia Martins Rodrigues,feminino,1989-04-08,36,casado,SC,Florianopolis,17110.26,662322.74,varejo,superior_completo,empresario,69,moderado,2025-05-26,digital,true,true,true
CLI002470,Leonardo Gomes,masculino,1987-03-24,39,casado,SP,Santos,31065.43,1004402.13,alta_renda,superior_completo,administrador,68,conservador,2019-10-25,agencia,true,true,true
CLI002471,Pedro Oliveira,masculino,1959-11-03,66,viuvo,RJ,Rio de Janeiro,9434.08,164472.70,varejo,superior_completo,advogado,73,moderado,2022-06-14,parceria,true,true,true
CLI002472,Thiago Ferreira,masculino,1948-03-22,78,solteiro,BA,Salvador,16686.84,860814.40,alta_renda,superior_completo,gerente_comercial,71,conservador,2021-10-07,parceria,true,false,false
CLI002473,Claudia Souza,feminino,1957-04-25,68,solteiro,DF,Brasilia,42370.12,438526.77,alta_renda,superior_completo,economista,70,conservador,2020-11-23,indicacao,true,true,true
CLI002474,Gustavo Nascimento Rodrigues,masculino,1989-01-09,37,viuvo,BA,Feira de Santana,9045.69,244489.93,varejo,superior_completo,contador,41,moderado,2022-04-13,agencia,false,true,false
CLI002475,Claudia Almeida,feminino,1987-09-07,38,viuvo,MG,Belo Horizonte,20486.88,734843.71,alta_renda,superior_completo,administrador,68,moderado,2018-12-15,digital,true,true,true
CLI002476,Ana Costa,feminino,2005-10-03,20,divorciado,CE,Fortaleza,24166.11,791023.91,alta_renda,superior_completo,gerente_comercial,73,moderado,2026-12-18,indicacao,true,true,true
CLI002477,Beatriz Ferreira,feminino,1974-09-24,51,viuvo,BA,Feira de Santana,21201.43,498904.10,alta_renda,superior_completo,designer,75,conservador,2023-02-24,indicacao,true,true,false
CLI002478,Adriana Gomes,feminino,1992-12-17,33,solteiro,CE,Fortaleza,32644.36,1509328.17,alta_renda,superior_completo,advogado,74,arrojado,2022-06-26,parceria,true,true,true
CLI002479,Claudia Moreira,feminino,1979-02-28,47,casado,GO,Goiania,18990.37,446278.88,alta_renda,superior_completo,professor,63,conservador,2021-11-16,parceria,true,true,false
CLI002480,Thiago Silva,masculino,2003-02-19,23,divorciado,SP,Sao Paulo,32908.25,969844.09,alta_renda,superior_completo,arquiteto,77,moderado,2023-11-16,digital,true,false,false
CLI002481,Fernanda Pereira,feminino,1990-04-28,35,solteiro,SP,Santos,40322.38,1771484.42,alta_renda,superior_completo,engenheiro_de_software,64,moderado,2024-05-24,indicacao,true,true,true
CLI002482,Pedro Costa,masculino,1959-08-26,66,divorciado,PE,Recife,23680.13,389432.88,alta_renda,superior_completo,engenheiro_de_software,57,conservador,2025-11-15,agencia,true,false,false
CLI002483,Pedro Cardoso Rodrigues,masculino,1950-04-09,75,casado,SC,Florianopolis,18413.58,641001.54,alta_renda,superior_completo,administrador,59,moderado,2025-09-08,parceria,true,false,false
CLI002484,Joao Silva Oliveira,masculino,1969-02-08,57,casado,DF,Brasilia,14875.88,596029.26,varejo,superior_completo,contador,50,arrojado,2025-12-15,indicacao,true,true,true
CLI002485,Vinicius Silva Santos,masculino,1971-05-08,54,viuvo,RJ,Rio de Janeiro,11457.70,161491.58,varejo,superior_completo,advogado,60,arrojado,2025-08-07,parceria,true,false,false
CLI002486,Carlos Pereira,masculino,2003-01-12,23,viuvo,RJ,Niteroi,41620.61,500223.41,alta_renda,pos_graduacao,consultor,67,arrojado,2025-11-23,agencia,true,true,true
CLI002487,Carlos Martins,masculino,1963-01-18,63,casado,SP,Campinas,17257.22,616213.86,varejo,superior_completo,economista,68,conservador,2023-08-11,indicacao,true,true,true
CLI002488,Gabriela Araujo Souza,feminino,1956-05-19,69,divorciado,GO,Goiania,37076.21,524657.64,alta_renda,superior_completo,gerente_comercial,67,conservador,2023-11-04,agencia,true,true,true
CLI002489,Gabriela Nascimento Silva,feminino,1998-11-25,27,casado,CE,Fortaleza,10195.42,425425.79,varejo,superior_completo,advogado,53,moderado,2023-03-12,indicacao,true,true,true
CLI002490,Mariana Carvalho Nascimento,feminino,2000-07-05,25,casado,MG,Belo Horizonte,70350.26,5113418.17,private,pos_graduacao,dentista,71,arrojado,2023-05-21,parceria,true,true,true
CLI002491,Larissa Silva Gomes,feminino,1950-03-28,76,divorciado,RJ,Rio de Janeiro,8572.94,181643.92,varejo,medio_completo,autonomo,56,moderado,2021-07-23,digital,true,true,true
CLI002492,Ana Rodrigues,feminino,1962-11-18,63,divorciado,SP,Sao Paulo,11995.95,346038.16,private,superior_completo,administrador,74,conservador,2024-06-11,indicacao,true,true,true
CLI002493,Daniel Gomes Gomes,masculino,1966-05-03,59,solteiro,PR,Londrina,45474.30,447604.70,alta_renda,superior_completo,administrador,61,moderado,2025-06-15,agencia,true,false,false
CLI002494,Mariana Oliveira,feminino,1949-05-09,76,viuvo,SP,Sao Paulo,19310.82,648340.29,alta_renda,superior_completo,designer,77,moderado,2025-02-26,indicacao,true,true,false
CLI002495,Vanessa Rodrigues,feminino,1995-11-04,30,divorciado,MG,Belo Horizonte,11991.01,304741.81,varejo,superior_completo,engenheiro_de_software,52,moderado,2026-01-08,parceria,true,true,true
CLI002496,Eduardo Silva,masculino,2003-05-14,22,casado,DF,Brasilia,17362.41,1109127.32,alta_renda,superior_completo,designer,76,arrojado,2025-05-25,indicacao,true,false,false
CLI002497,Felipe Barbosa Souza,masculino,1979-11-03,46,divorciado,RJ,Rio de Janeiro,26398.52,478141.70,private,superior_completo,gerente_comercial,79,conservador,2026-12-13,indicacao,true,true,true
CLI002498,Vanessa Souza,feminino,1980-06-13,45,casado,SP,Campinas,20865.13,302490.13,alta_renda,superior_completo,professor,59,arrojado,2018-10-18,digital,true,true,true
CLI002499,Mariana Cardoso Araujo,feminino,1996-05-14,29,solteiro,PA,Belem,16405.33,517014.02,varejo,superior_completo,designer,53,moderado,2020-08-13,indicacao,true,true,false
CLI002500,Daniela Ferreira,feminino,1948-03-05,78,divorciado,SP,Santos,29742.87,1093058.00,alta_renda,superior_completo,professor,80,moderado,2021-02-15,digital,true,true,true
CLI002501,Gustavo Costa,masculino,1961-10-16,64,divorciado,PR,Curitiba,6510.25,143043.54,varejo,superior_completo,designer,57,moderado,2019-06-15,agencia,true,true,true
CLI002502,Leonardo Silva,masculino,1993-05-02,32,casado,CE,Fortaleza,39185.16,399393.23,alta_renda,superior_completo,arquiteto,65,moderado,2023-12-25,indicacao,true,true,true
CLI002503,Carlos Almeida Souza,masculino,1974-05-18,51,viuvo,MG,Belo Horizonte,33616.71,1408058.30,varejo,pos_graduacao,dentista,72,arrojado,2026-09-28,parceria,true,true,true
CLI002504,Claudia Carvalho Araujo,feminino,1965-10-25,60,divorciado,DF,Brasilia,25167.72,530358.04,alta_renda,superior_completo,designer,53,conservador,2020-09-18,digital,true,false,false
CLI002505,Thiago Almeida Ferreira,masculino,2005-10-18,20,viuvo,PR,Londrina,8956.30,205305.94,varejo,pos_graduacao,consultor,62,moderado,2020-12-06,digital,true,true,true
CLI002506,Larissa Gomes,feminino,2005-12-09,20,viuvo,PA,Belem,115464.99,2731278.23,private,pos_graduacao,medico,85,moderado,2019-05-13,agencia,true,true,false
CLI002507,Daniela Souza Almeida,feminino,1989-12-28,36,solteiro,PR,Londrina,20500.49,958967.67,alta_renda,medio_completo,autonomo,70,arrojado,2023-01-24,digital,true,true,true
CLI002508,Leonardo Oliveira Rodrigues,masculino,1986-01-12,40,viuvo,SP,Campinas,41333.57,1897178.31,alta_renda,superior_completo,gerente_comercial,80,moderado,2021-08-24,agencia,true,true,true
CLI002509,Vinicius Lima Silva,masculino,1952-09-28,73,divorciado,RJ,Rio de Janeiro,33257.28,1683314.52,alta_renda,pos_graduacao,dentista,72,conservador,2022-02-15,digital,true,true,true
CLI002510,William Gomes Santos,masculino,1973-04-06,52,divorciado,MG,Belo Horizonte,18021.61,719436.40,varejo,pos_graduacao,dentista,68,moderado,2025-07-10,agencia,true,true,false
CLI002511,William Teixeira Lima,masculino,1948-03-12,78,solteiro,MG,Belo Horizonte,32672.54,504224.42,alta_renda,pos_graduacao,consultor,75,conservador,2019-09-01,indicacao,true,false,false
CLI002512,Thiago Silva,masculino,1969-09-16,56,solteiro,BA,Salvador,38229.27,1012430.26,alta_renda,superior_completo,administrador,60,arrojado,2023-04-07,agencia,true,true,true
CLI002513,Eduardo Santos Lima,masculino,1984-09-27,41,casado,RJ,Rio de Janeiro,13592.46,510697.67,varejo,superior_completo,economista,39,moderado,2019-03-23,parceria,false,true,false
CLI002514,Mariana Santos,feminino,1948-01-12,78,divorciado,PR,Curitiba,2851.84,98194.20,varejo,superior_completo,professor,56,conservador,2020-03-28,parceria,true,true,true
CLI002515,William Oliveira Rodrigues,masculino,1989-07-02,36,casado,RJ,Rio de Janeiro,8835.70,298782.77,empreendedor,superior_completo,analista_financeiro,55,moderado,2018-04-09,parceria,true,true,true
CLI002516,Carlos Cardoso,masculino,1976-07-20,49,viuvo,RJ,Rio de Janeiro,29894.21,675735.08,varejo,superior_completo,contador,50,conservador,2022-10-05,indicacao,true,true,true
CLI002517,Claudia Costa,feminino,1952-01-14,74,viuvo,PR,Curitiba,38679.68,1081673.00,alta_renda,superior_completo,engenheiro_de_software,46,conservador,2020-08-01,digital,false,true,false
CLI002518,Daniel Lima,masculino,1987-10-20,38,solteiro,RJ,Rio de Janeiro,25032.16,709591.45,alta_renda,superior_completo,designer,71,moderado,2019-10-13,agencia,true,true,true
CLI002519,Camila Oliveira Oliveira,feminino,1999-01-01,27,solteiro,SP,Sao Paulo,19132.91,793023.55,alta_renda,superior_completo,advogado,74,arrojado,2022-09-25,indicacao,true,false,false
CLI002520,Thiago Costa Ferreira,masculino,1970-09-26,55,divorciado,RJ,Rio de Janeiro,6739.04,130269.29,empreendedor,superior_completo,engenheiro_de_software,53,arrojado,2024-11-22,agencia,true,true,true
CLI002521,Larissa Almeida,feminino,1972-11-05,53,viuvo,RS,Porto Alegre,40283.92,760500.50,alta_renda,superior_completo,administrador,72,conservador,2026-10-24,digital,true,true,false
CLI002522,Joao Moreira Pereira,masculino,1954-07-04,71,viuvo,PR,Curitiba,7694.93,186347.05,varejo,pos_graduacao,medico,50,conservador,2023-02-23,agencia,true,true,true
CLI002523,Rafael Santos Teixeira,masculino,1978-05-01,47,casado,PE,Recife,10048.23,209765.83,varejo,superior_completo,administrador,49,arrojado,2022-02-23,agencia,false,true,false
CLI002524,Gabriela Silva,feminino,1985-12-09,40,viuvo,PR,Curitiba,36335.52,911234.80,alta_renda,superior_completo,administrador,82,conservador,2026-09-03,indicacao,true,true,true
CLI002525,Adriana Teixeira,feminino,1959-04-05,66,solteiro,SC,Florianopolis,5055.79,95086.41,varejo,superior_completo,economista,53,conservador,2019-09-16,digital,true,true,true
CLI002526,Gustavo Almeida,masculino,1967-06-08,58,casado,RS,Porto Alegre,22110.22,765066.61,varejo,medio_completo,autonomo,57,arrojado,2020-03-10,indicacao,true,true,true
CLI002527,Rafael Oliveira Nascimento,masculino,1957-10-03,68,casado,RJ,Niteroi,48749.33,1071667.43,alta_renda,pos_graduacao,consultor,68,conservador,2024-11-25,indicacao,true,true,true
CLI002528,Eduardo Gomes,masculino,1997-06-25,28,divorciado,PA,Belem,22006.93,881720.28,alta_renda,superior_completo,engenheiro_de_software,72,moderado,2020-05-25,indicacao,true,false,false
CLI002529,Juliana Almeida Almeida,feminino,2004-02-24,22,divorciado,MG,Belo Horizonte,55248.33,1188738.48,alta_renda,pos_graduacao,consultor,82,arrojado,2020-09-19,parceria,true,true,true
CLI002530,Gustavo Oliveira,masculino,1963-11-27,62,viuvo,SP,Campinas,24377.27,968595.99,varejo,superior_completo,economista,52,conservador,2022-10-10,indicacao,true,false,false
CLI002531,Gabriela Teixeira Silva,feminino,1968-09-28,57,viuvo,CE,Fortaleza,27784.03,796340.22,alta_renda,superior_completo,gerente_comercial,63,moderado,2023-08-25,parceria,false,true,false
CLI002532,William Costa Ribeiro,masculino,1989-10-23,36,casado,PE,Recife,11926.75,328895.66,varejo,superior_completo,advogado,52,arrojado,2022-11-09,agencia,true,true,false
CLI002533,Gustavo Lima,masculino,1953-08-16,72,divorciado,CE,Fortaleza,33073.89,1121070.99,alta_renda,superior_completo,arquiteto,76,moderado,2019-04-01,indicacao,true,true,true
CLI002534,Daniela Silva Cardoso,feminino,1983-02-22,43,casado,DF,Brasilia,30107.88,917224.81,alta_renda,superior_completo,arquiteto,82,arrojado,2018-09-19,parceria,true,true,true
CLI002535,Marcelo Almeida Oliveira,masculino,1991-05-03,34,solteiro,CE,Fortaleza,29700.16,1072700.99,alta_renda,superior_completo,advogado,59,moderado,2024-09-18,digital,true,true,false
CLI002536,Ana Oliveira,feminino,2002-12-01,23,divorciado,MG,Uberlandia,24401.27,531235.70,alta_renda,superior_completo,analista_financeiro,69,moderado,2019-02-02,parceria,true,true,false
CLI002537,Felipe Barbosa Pereira,masculino,2005-10-02,20,viuvo,RS,Porto Alegre,17085.23,249563.89,alta_renda,superior_completo,gerente_comercial,41,conservador,2020-08-12,digital,false,true,false
CLI002538,Gustavo Oliveira,masculino,1987-06-15,38,viuvo,SP,Santos,12880.88,159665.38,varejo,pos_graduacao,consultor,45,moderado,2023-11-02,digital,true,false,false
CLI002539,Beatriz Cardoso Oliveira,feminino,1959-02-09,67,viuvo,BA,Salvador,31684.35,892408.16,alta_renda,superior_completo,designer,77,conservador,2022-08-09,digital,true,true,true
CLI002540,Daniel Rodrigues Gomes,masculino,1987-09-01,38,divorciado,PA,Belem,22322.93,208166.08,alta_renda,superior_completo,engenheiro_de_software,77,conservador,2023-11-19,parceria,true,true,false
CLI002541,Ana Martins Santos,feminino,1978-01-21,48,viuvo,PA,Belem,32970.99,1022780.02,alta_renda,superior_completo,contador,76,conservador,2025-11-10,digital,true,true,true
CLI002542,Matheus Souza Silva,masculino,1967-04-04,58,solteiro,PA,Belem,6025.05,182054.15,varejo,medio_completo,autonomo,53,conservador,2024-01-22,agencia,true,true,false
CLI002543,Claudia Almeida Ferreira,feminino,1953-04-10,72,viuvo,SP,Campinas,24667.75,501244.08,alta_renda,superior_completo,designer,61,conservador,2023-05-20,agencia,true,false,false
CLI002544,Daniela Silva,feminino,1982-05-05,43,viuvo,MG,Belo Horizonte,41102.72,1429027.96,alta_renda,superior_completo,economista,75,conservador,2025-11-12,indicacao,true,false,false
CLI002545,Thiago Martins Cardoso,masculino,1969-08-14,56,viuvo,MG,Belo Horizonte,24904.22,302144.44,varejo,superior_completo,administrador,65,conservador,2023-05-09,digital,true,true,true
CLI002546,Henrique Gomes,masculino,1979-02-21,47,viuvo,MG,Uberlandia,22392.86,703081.89,alta_renda,superior_completo,advogado,73,moderado,2025-05-03,digital,true,true,true
CLI002547,Mariana Barbosa,feminino,1957-01-16,69,divorciado,BA,Feira de Santana,25219.90,1382886.22,alta_renda,superior_completo,professor,45,moderado,2018-03-17,parceria,false,false,false
CLI002548,Pedro Martins,masculino,1980-06-06,45,solteiro,SP,Santos,40161.23,1409917.06,alta_renda,superior_completo,arquiteto,78,arrojado,2022-01-08,agencia,true,true,true
CLI002549,Eduardo Moreira Nascimento,masculino,1975-07-07,50,viuvo,MG,Uberlandia,10124.39,175336.68,alta_renda,medio_completo,autonomo,77,conservador,2020-03-08,indicacao,true,true,true
